,Left-Cerebellum-Cortex,Left-Thalamus-Proper,Left-Hippocampus,Left-Amygdala,Left-VentralDC,Right-Cerebellum-Cortex,Right-Thalamus-Proper,Right-Hippocampus,Right-Amygdala,Right-VentralDC,ctx-lh-bankssts,ctx-lh-caudalanteriorcingulate,ctx-lh-caudalmiddlefrontal,ctx-lh-cuneus,ctx-lh-entorhinal,ctx-lh-fusiform,ctx-lh-inferiorparietal,ctx-lh-inferiortemporal,ctx-lh-isthmuscingulate,ctx-lh-lateraloccipital,ctx-lh-lateralorbitofrontal,ctx-lh-lingual,ctx-lh-medialorbitofrontal,ctx-lh-middletemporal,ctx-lh-parahippocampal,ctx-lh-paracentral,ctx-lh-parsopercularis,ctx-lh-parsorbitalis,ctx-lh-parstriangularis,ctx-lh-pericalcarine,ctx-lh-postcentral,ctx-lh-posteriorcingulate,ctx-lh-precentral,ctx-lh-precuneus,ctx-lh-rostralanteriorcingulate,ctx-lh-rostralmiddlefrontal,ctx-lh-superiorfrontal,ctx-lh-superiorparietal,ctx-lh-superiortemporal,ctx-lh-supramarginal,ctx-lh-frontalpole,ctx-lh-temporalpole,ctx-lh-transversetemporal,ctx-lh-insula,ctx-rh-bankssts,ctx-rh-caudalanteriorcingulate,ctx-rh-caudalmiddlefrontal,ctx-rh-cuneus,ctx-rh-entorhinal,ctx-rh-fusiform,ctx-rh-inferiorparietal,ctx-rh-inferiortemporal,ctx-rh-isthmuscingulate,ctx-rh-lateraloccipital,ctx-rh-lateralorbitofrontal,ctx-rh-lingual,ctx-rh-medialorbitofrontal,ctx-rh-middletemporal,ctx-rh-parahippocampal,ctx-rh-paracentral,ctx-rh-parsopercularis,ctx-rh-parsorbitalis,ctx-rh-parstriangularis,ctx-rh-pericalcarine,ctx-rh-postcentral,ctx-rh-posteriorcingulate,ctx-rh-precentral,ctx-rh-precuneus,ctx-rh-rostralanteriorcingulate,ctx-rh-rostralmiddlefrontal,ctx-rh-superiorfrontal,ctx-rh-superiorparietal,ctx-rh-superiortemporal,ctx-rh-supramarginal,ctx-rh-frontalpole,ctx-rh-temporalpole,ctx-rh-transversetemporal,ctx-rh-insula
0,0.004851664581863213,0.0022023327759571423,0.004145861589053583,0.003816495700120866,0.00953804589501488,0.01029384043440806,0.00011465251261846046,0.00270848118625991,0.002753895381802115,0.010729495475798722,0.000684115614900756,0.010617956971279121,0.001469394493873021,0.006509046663672487,0.21463512037183285,0.009666485931246705,0.024593455945817373,0.03599243419424881,0.024235294734033033,0.015091519217474845,0.022349629387231423,0.005996291717691232,0.006702710812683765,0.00817450259519929,0.007821792256127794,0.0022330328662971753,0.00028927472869223086,0.0007012526638685084,0.0021978809247594176,0.0016584895069723504,0.005678880604311427,2.3507596045190682e-05,0.006672159841189857,0.0038209587596567014,0.020058818605425983,0.005417612733200907,0.028916634469966004,0.0007796030861051252,0.009999425753348884,0.0017308408302227772,0.00786196284969408,0.00023556256779521534,0.006840495984166145,0.0001020468877263042,0.29237268405607314,0.011016240921618146,0.0014982270923826484,0.001392083911359855,0.14862034002148597,0.005993769788316572,0.10365307200226344,0.017298732364009334,0.04162870398079507,0.00725162551861535,0.017785977550088188,0.005997549279900213,0.0051748644770884976,0.47698174498243834,0.00979452297076989,0.0038395674389337165,0.000684385647750331,0.0010539751216321778,0.0023001183407344882,0.0011913694192256922,0.0014157888723947609,0.00013805394938137897,0.007091466536294643,0.0006242096752293103,0.01715280871237066,0.00265102080031747,0.008060750273997455,0.0008754797749521548,0.09459390861859755,0.0023965081386852047,0.005046325624282228,0.0006826308272610166,0.002191857686237936,9.527424104705358e-05
